,audiAcc,audiChange,audiCnt,audiInten,movieCd,movieNm,openDt,rank,rankInten,rankOldAndNew,rnum,salesAcc,salesAmt,salesChange,salesInten,salesShare,scrnCnt,showCnt,targetDt
178,917189,-41.1,3745,-2618,20196655,존 윅 3: 파라벨룸,2019-06-26,8,3,OLD,8,7837679912,31317210,-46.2,-26903180,1.3,177,288,20190715
179,462361,-71,3324,-8137,20199951,애나벨 집으로,2019-06-26,9,-1,OLD,9,3837515910,27682880,-71.2,-68433480,1.2,134,245,20190715
180,103663,-94.5,2418,-41428,20191601,극장판 엉덩이 탐정: 화려한 사건 수첩,2019-07-11,10,-6,OLD,10,830199820,18337300,-94.8,-334274140,0.8,279,369,20190715
181,10161319,-1.6,259179,-4202,20183867,알라딘,2019-05-23,2,0,OLD,2,86704687479,2253944860,-2.4,-55756620,25.1,976,3425,20190714
182,3151325,-0.1,105421,-74,20184047,토이 스토리 4,2019-06-20,3,0,OLD,3,26723035850,894096280,0,-72550,10.0,784,1795,20190714
183,101245,-2.8,43846,-1278,20191601,극장판 엉덩이 탐정: 화려한 사건 수첩,2019-07-11,4,1,OLD,4,811862520,352611440,-2.7,-9612900,3.9,561,1055,20190714
184,220182,-14.3,41680,-6950,20185353,기방도령,2019-07-10,5,-1,OLD,5,1816098140,366335210,-14,-59564990,4.1,588,1696,20190714
185,106756,-9.9,27499,-3011,20185986,진범,2019-07-10,6,0,OLD,6,922196600,246451500,-9.4,-25514800,2.7,224,780,20190714
186,9921312,-6.2,22806,-1496,20183782,기생충,2019-05-30,7,0,OLD,7,84616065725,179004980,-9.8,-19463410,2.0,315,528,20190714
187,459037,-10.6,11461,-1363,20199951,애나벨 집으로,2019-06-26,8,0,OLD,8,3809833030,96116360,-10.2,-10970780,1.1,149,277,20190714
188,45707,-24.7,9214,-3018,20192151,미드소마,2019-07-11,9,0,OLD,9,427369480,88435520,-24.7,-29066530,1.0,329,532,20190714
189,256679,38.6,7850,2188,20190273,천로역정: 천국을 찾아서,2019-06-13,10,1,OLD,10,1931705670,60609440,46.3,19174340,0.7,92,114,20190714
190,9902140,160.7,263381,162342,20183867,알라딘,2019-05-23,2,0,OLD,2,84450742619,2309701480,152.5,1394823800,22.7,940,3386,20190713
191,3045904,227.6,105495,73293,20184047,토이 스토리 4,2019-06-20,3,0,OLD,3,25828939570,894168830,226.4,620254730,8.8,762,1772,20190713
192,178502,70.8,48630,20164,20185353,기방도령,2019-07-10,4,0,OLD,4,1449762930,425900200,72.3,178662680,4.2,603,1790,20190713
193,57399,807.2,45124,40150,20191601,극장판 엉덩이 탐정: 화려한 사건 수첩,2019-07-11,5,6,OLD,5,459251080,362224340,800.2,321985280,3.6,559,1058,20190713
194,79257,89.1,30510,14374,20185986,진범,2019-07-10,6,0,OLD,6,675745100,271966300,90.7,129370800,2.7,217,783,20190713
195,9898506,41.6,24302,7143,20183782,기생충,2019-05-30,7,-2,OLD,7,84437060745,198468390,53.5,69206640,2.0,314,522,20190713
196,447576,97.2,12824,6320,20199951,애나벨 집으로,2019-06-26,8,0,OLD,8,3713716670,107087140,91.9,51286500,1.1,150,273,20190713
197,36493,18.7,12232,1926,20192151,미드소마,2019-07-11,9,-2,OLD,9,338933960,117502050,19.6,19245710,1.2,337,576,20190713
198,907081,39.3,7969,2249,20196655,존 윅 3: 파라벨룸,2019-06-26,10,0,OLD,10,7748142312,72604450,40,20733110,0.7,143,205,20190713
199,9638759,37.6,101039,27630,20183867,알라딘,2019-05-23,2,0,OLD,2,82141041139,914877680,51.8,312121170,21.8,797,2827,20190712
200,2940409,28.1,32202,7064,20184047,토이 스토리 4,2019-06-20,3,1,OLD,3,24934770740,273914100,35.8,72176940,6.5,625,1299,20190712
201,129872,-18.1,28466,-6285,20185353,기방도령,2019-07-10,4,-1,OLD,4,1023862730,247237520,-10.2,-28229320,5.9,592,2217,20190712
202,9874204,1.3,17159,228,20183782,기생충,2019-05-30,5,0,OLD,5,84238592355,129261750,9.7,11398900,3.1,360,630,20190712
203,48747,8.6,16136,1272,20185986,진범,2019-07-10,6,0,OLD,6,403778800,142595500,19.8,23594600,3.4,216,875,20190712
204,24261,-13.2,10306,-1569,20192151,미드소마,2019-07-11,7,0,OLD,7,221431910,98256340,-4.3,-4383130,2.3,375,759,20190712
205,434752,60,6504,2440,20199951,애나벨 집으로,2019-06-26,8,2,OLD,8,3606629530,55800640,69.1,22804360,1.3,154,263,20190712
206,243167,206.2,5947,4005,20190273,천로역정: 천국을 찾아서,2019-06-13,9,3,OLD,9,1829661130,38877200,175.3,24754500,0.9,90,109,20190712
207,899112,21.5,5720,1013,20196655,존 윅 3: 파라벨룸,2019-06-26,10,-1,OLD,10,7675537862,51871340,33.2,12919090,1.2,187,280,20190712
208,9537720,-6.1,73409,-4740,20183867,알라딘,2019-05-23,2,0,OLD,2,81226163459,602756510,-5.5,-35295770,19.4,713,2541,20190711
209,101406,-26.7,34751,-12640,20185353,기방도령,2019-07-10,3,0,OLD,3,776625210,275466840,-26.2,-97790530,8.8,587,2395,20190711
210,2908207,-17.1,25138,-5194,20184047,토이 스토리 4,2019-06-20,4,0,OLD,4,24660856640,201737160,-16.7,-40543060,6.5,613,1230,20190711
211,9857045,-6.5,16931,-1172,20183782,기생충,2019-05-30,5,0,OLD,5,84109330605,117862850,-9.7,-12676060,3.8,357,640,20190711
212,32611,-2.9,14864,-443,20185986,진범,2019-07-10,6,0,OLD,6,261183300,119000900,-2.1,-2531500,3.8,204,870,20190711
213,13955,100,11875,11875,20192151,미드소마,2019-07-11,7,0,NEW,7,123175570,102639470,100,102639470,3.3,388,814,20190711
214,7301,100,6110,6110,20191601,극장판 엉덩이 탐정: 화려한 사건 수첩,2019-07-11,8,0,NEW,8,56787680,46068680,100,46068680,1.5,333,479,20190711
215,893392,-33.4,4707,-2362,20196655,존 윅 3: 파라벨룸,2019-06-26,9,-2,OLD,9,7623666522,38952250,-33.8,-19919130,1.3,183,269,20190711
216,428248,-33.2,4064,-2018,20199951,애나벨 집으로,2019-06-26,10,-2,OLD,10,3550828890,32996280,-31.9,-15488900,1.1,136,220,20190711
217,9464311,-8.6,78149,-7399,20183867,알라딘,2019-05-23,2,0,OLD,2,80623406949,638052280,-7.7,-53574950,18.6,706,2659,20190710
218,66655,307.7,47391,35766,20185353,기방도령,2019-07-10,3,3,OLD,3,501158370,373257370,517.6,312818370,10.9,625,2631,20190710
219,2883069,-17.9,30332,-6613,20184047,토이 스토리 4,2019-06-20,4,-1,OLD,4,24459119480,242280220,-18.1,-53698680,7.1,621,1417,20190710
220,9840114,-22.3,18103,-5184,20183782,기생충,2019-05-30,5,-1,OLD,5,83991467755,130538910,-24.2,-41632960,3.8,383,798,20190710
221,17747,100,15307,15307,20185986,진범,2019-07-10,6,0,NEW,6,142182400,121532400,100,121532400,3.5,188,915,20190710
222,888685,-46.4,7069,-6124,20196655,존 윅 3: 파라벨룸,2019-06-26,7,-2,OLD,7,7584714272,58871380,-45.9,-49964370,1.7,257,448,20190710
223,424184,-44.8,6082,-4946,20199951,애나벨 집으로,2019-06-26,8,-1,OLD,8,3517832610,48485180,-44.1,-38227580,1.4,157,270,20190710
224,235278,35.7,2947,776,20190273,천로역정: 천국을 찾아서,2019-06-13,9,0,OLD,9,1776661230,17580020,18.1,2690240,0.5,69,86,20190710
225,2458,305.1,1665,1254,20198323,레드슈즈,2019-07-25,10,9,OLD,10,21825000,15605000,299.1,11695000,0.5,7,8,20190710
226,9386162,9.8,85548,7600,20183867,알라딘,2019-05-23,2,0,OLD,2,79985354669,691627230,8.4,53363010,19.3,770,2741,20190709
227,2852737,16.1,36945,5117,20184047,토이 스토리 4,2019-06-20,3,0,OLD,3,24216839260,295978900,13.6,35487450,8.2,691,1761,20190709
228,9822011,1.5,23287,346,20183782,기생충,2019-05-30,4,0,OLD,4,83860928845,172171870,1.4,2407380,4.8,488,1084,20190709
229,881616,-8.6,13193,-1245,20196655,존 윅 3: 파라벨룸,2019-06-26,5,0,OLD,5,7525842892,108835750,-8.8,-10461400,3.0,495,993,20190709
230,19264,141.3,11625,6807,20185353,기방도령,2019-07-10,6,1,OLD,6,127901000,60439000,44.5,18613000,1.7,97,98,20190709
231,418102,28.5,11028,2448,20199951,애나벨 집으로,2019-06-26,7,-1,OLD,7,3469347430,86712760,26.1,17956070,2.4,262,443,20190709
232,1084516,4.3,4044,168,20198453,롱 리브 더 킹: 목포 영웅,2019-06-19,8,0,OLD,8,9159150110,31731740,8.3,2423600,0.9,197,323,20190709
233,232331,21,2171,377,20190273,천로역정: 천국을 찾아서,2019-06-13,9,0,OLD,9,1759081210,14889780,14.6,1892000,0.4,70,89,20190709
234,2080,100,1555,1555,20192151,미드소마,2019-07-11,10,0,NEW,10,20536100,15541600,100,15541600,0.4,16,16,20190709
235,9300614,-66.5,77948,-154626,20183867,알라딘,2019-05-23,2,0,OLD,2,79293727439,638264220,-67.9,-1350039480,18.5,728,2686,20190708
236,2815792,-77.5,31828,-109781,20184047,토이 스토리 4,2019-06-20,3,0,OLD,3,23920860360,260491450,-77.8,-913310650,7.5,688,1751,20190708
237,9798724,-24.6,22941,-7466,20183782,기생충,2019-05-30,4,0,OLD,4,83688756975,169764490,-36.7,-98578000,4.9,476,1103,20190708
238,868423,-25.5,14438,-4929,20196655,존 윅 3: 파라벨룸,2019-06-26,5,0,OLD,5,7417007142,119297150,-31.4,-54482080,3.4,494,1003,20190708
239,407074,-45.9,8580,-7292,20199951,애나벨 집으로,2019-06-26,6,0,OLD,6,3382634670,68756690,-46.5,-59673110,2.0,261,436,20190708
240,7639,100,4818,4818,20185353,기방도령,2019-07-10,7,0,NEW,7,67462000,41826000,100,41826000,1.2,17,17,20190708
241,1080472,-18.4,3876,-872,20198453,롱 리브 더 킹: 목포 영웅,2019-06-19,8,0,OLD,8,9127418370,29308140,-26.3,-10469820,0.8,198,339,20190708
242,230160,-79.7,1794,-7035,20190273,천로역정: 천국을 찾아서,2019-06-13,9,-2,OLD,9,1744191430,12997780,-79.2,-49363880,0.4,67,85,20190708
243,2440,100,1360,1360,20185986,진범,2019-07-10,10,0,NEW,10,20650000,12240000,100,12240000,0.4,7,7,20190708
244,9222666,-5.9,232574,-14626,20183867,알라딘,2019-05-23,2,0,OLD,2,78655463219,1988303700,-6.5,-138359680,15.7,841,2863,20190707
245,2783964,-1.8,141609,-2612,20184047,토이 스토리 4,2019-06-20,3,0,OLD,3,23660368910,1173802100,-1.9,-22774830,9.3,813,2073,20190707
246,9775783,-12.3,30407,-4267,20183782,기생충,2019-05-30,4,0,OLD,4,83518992485,268342490,-12.9,-39843070,2.1,416,749,20190707
247,853985,-24.4,19367,-6238,20196655,존 윅 3: 파라벨룸,2019-06-26,5,0,OLD,5,7297709992,173779230,-24.8,-57286040,1.4,406,634,20190707
248,398494,-20.1,15872,-3986,20199951,애나벨 집으로,2019-06-26,6,0,OLD,6,3313877980,128429800,-20.3,-32651920,1.0,240,386,20190707
249,228366,33.9,8829,2234,20190273,천로역정: 천국을 찾아서,2019-06-13,7,0,OLD,7,1731193650,62361660,22.1,11286960,0.5,115,133,20190707
250,1076596,-20.2,4748,-1203,20198453,롱 리브 더 킹: 목포 영웅,2019-06-19,8,0,OLD,8,9098110230,39777960,-20.3,-10110520,0.3,145,217,20190707
251,8125,14.7,2517,322,20192689,별의 정원,2019-07-04,9,1,OLD,9,62375380,18774030,16.9,2717780,0.1,210,217,20190707
252,25000,-14.8,1875,-325,20192591,BIFAN2019 판타스틱 단편 걸작선 1, ,10,-1,OLD,10,150000000,11250000,-14.8,-1950000,0.1,4,12,20190707
253,8990092,99.1,247200,123058,20183867,알라딘,2019-05-23,2,0,OLD,2,76667159519,2126663380,92.9,1023918550,14.1,806,2855,20190706
254,2642355,135.2,144221,82912,20184047,토이 스토리 4,2019-06-20,3,0,OLD,3,22486566810,1196576930,128.7,673337780,8.0,800,2076,20190706
255,9745376,39.8,34674,9877,20183782,기생충,2019-05-30,4,0,OLD,4,83250649995,308185560,41.3,90028850,2.0,410,762,20190706
256,834618,22.1,25605,4628,20196655,존 윅 3: 파라벨룸,2019-06-26,5,0,OLD,5,7123930762,231065270,21.4,40786970,1.5,413,663,20190706
257,382622,13.8,19858,2402,20199951,애나벨 집으로,2019-06-26,6,0,OLD,6,3185448180,161081720,12.7,18123520,1.1,242,365,20190706
258,219537,86.6,6595,3060,20190273,천로역정: 천국을 찾아서,2019-06-13,7,1,OLD,7,1668831990,51074700,88.7,24003550,0.3,82,105,20190706
259,1071848,36.5,5951,1590,20198453,롱 리브 더 킹: 목포 영웅,2019-06-19,8,-1,OLD,8,9058332270,49888480,40.1,14286020,0.3,151,241,20190706
260,23125,-27.3,2200,-825,20192591,BIFAN2019 판타스틱 단편 걸작선 1, ,9,0,OLD,9,138750000,13200000,-27.3,-4950000,0.1,4,12,20190706
261,5608,237.7,2195,1545,20192689,별의 정원,2019-07-04,10,5,OLD,10,43601350,16056250,244.4,11394150,0.1,203,211,20190706
